Gender,Major,Program,GPA
Female,MS,CSE,7.33
Female,Btech,CHD,6.79
Female,Btech,ECE,5.85
Male,MS,CND,7.45
Female,Btech,ECE,7.87
Female,MS,ECE,8.0
Female,Btech,CHD,5.13
Female,PHD,CND,7.21
Male,MS,ECE,8.32
Male,Btech,ECE,7.15
Male,Btech,CND,4.44
Male,Btech,CSE,8.32
Female,Btech,CSE,7.71
Male,PHD,CND,7.37
Male,PHD,CHD,8.19
Female,MS,ECE,9.18
Male,Btech,ECE,8.14
Female,Btech,ECE,6.87
Female,Btech,CSE,8.64
Male,Btech,CSE,8.2
Male,Btech,CSE,7.04
Male,PHD,CSE,8.9
Female,MS,CHD,8.72
Male,Btech,ECE,7.01
Female,Btech,CSE,7.34
Female,Btech,CSE,6.45
Female,Btech,CND,6.99
Female,PHD,CND,8.15
Female,Btech,CND,6.85
Female,PHD,CND,7.28
Male,Btech,ECE,5.59
Male,Btech,CSE,7.63
Male,Btech,ECE,7.71
Male,PHD,CSE,8.25
Female,Btech,CSE,7.07
Female,Btech,CHD,6.22
Female,Btech,CSE,9.61
Female,PHD,ECE,8.11
Female,Btech,CSE,8.03
Male,MS,CHD,7.84
Male,PHD,CND,7.82
Female,MS,CND,8.32
Female,Btech,CSE,6.56
Female,Btech,CSE,7.68
Male,Btech,ECE,6.9
Female,Btech,CHD,5.72
Female,Btech,CSE,5.93
Male,Btech,ECE,8.33
Female,MS,CSE,8.58
Male,Btech,CND,7.68
Male,MS,CHD,7.73
Male,Btech,ECE,6.14
Male,MS,CND,6.69
Female,Btech,ECE,9.1
Male,Btech,ECE,9.08
Female,Btech,CSE,6.58
Female,Btech,ECE,5.25
Male,Btech,ECE,7.47
Female,Btech,CSE,6.02
Male,Btech,ECE,7.26
Male,Btech,ECE,7.44
Male,Btech,CHD,8.31
Female,Btech,CSE,5.66
Male,Btech,ECE,6.46
Female,MS,ECE,7.48
Male,MS,CSE,8.98
Male,Btech,CSE,6.46
Male,Btech,ECE,8.05
Female,Btech,CSE,5.66
Male,MS,CSE,7.44
Male,Btech,CND,6.21
Male,Btech,CND,7.66
Male,Btech,ECE,8.8
Male,Btech,CSE,6.78
Male,Btech,ECE,7.12
Male,Btech,CSE,7.41
Male,MS,ECE,6.43
Male,Btech,CSE,8.02
Female,Btech,CSE,6.58
Male,Btech,CSE,7.4
Female,Btech,CSE,8.21
Male,Btech,ECE,8.85
Male,Btech,CSE,6.52
Male,Btech,ECE,5.9
Male,PHD,CHD,8.74
Female,Btech,CND,6.39
Female,MS,ECE,7.26
Male,MS,CSE,7.3
Male,PHD,CSE,7.73
Male,MS,CND,8.55
Female,MS,CSE,7.68
Female,Btech,ECE,6.75
Male,Btech,ECE,7.45
Female,Btech,ECE,5.73
Male,Btech,CSE,7.26
Male,MS,CHD,8.35
Female,MS,CSE,7.82
Male,MS,ECE,7.78
Male,PHD,CSE,8.28
Female,Btech,ECE,6.96
Male,Btech,CSE,7.06
Male,Btech,CSE,7.68
Male,Btech,CND,5.98
Female,MS,CND,8.32
Female,Btech,CND,6.46
Female,Btech,CND,7.34
Male,Btech,ECE,8.39
Female,Btech,CSE,7.16
Female,Btech,CSE,6.13
Male,Btech,ECE,6.38
Female,Btech,ECE,7.93
Male,MS,CHD,9.02
Female,MS,ECE,8.6
Male,Btech,CSE,7.13
Male,Btech,CSE,6.73
Male,Btech,CHD,6.55
Male,Btech,CSE,7.47
Male,Btech,CSE,4.83
Female,Btech,CHD,6.28
Male,MS,ECE,7.62
Male,MS,CSE,7.63
Female,Btech,CSE,8.78
Male,PHD,CHD,8.31
Male,MS,CSE,7.97
Female,Btech,ECE,5.53
Male,MS,CHD,7.43
Male,Btech,CND,7.84
Female,PHD,ECE,8.02
Male,Btech,CSE,7.21
Female,Btech,CHD,6.15
Female,Btech,ECE,7.23
Female,Btech,ECE,7.97
Male,Btech,ECE,8.29
Male,Btech,ECE,7.15
Female,Btech,ECE,7.77
Male,Btech,CSE,8.14
Female,Btech,ECE,6.31
Male,MS,CHD,7.62
Male,Btech,CSE,6.68
Male,Btech,ECE,6.28
Male,Btech,CSE,8.29
Male,Btech,CND,6.74
Male,MS,CSE,7.35
Male,MS,CSE,7.81
Male,Btech,ECE,7.52
Female,Btech,CSE,7.08
Male,PHD,CND,8.83
Male,Btech,ECE,8.21
Male,MS,ECE,7.5
Female,MS,CSE,8.63
Female,Btech,ECE,7.88
Female,Btech,CSE,6.23
Female,Btech,CHD,5.52
Female,Btech,CND,6.75
Male,MS,CSE,8.08
Male,Btech,ECE,6.32
Male,PHD,ECE,8.56
Male,Btech,CSE,6.37
Female,Btech,CSE,7.38
Female,PHD,CSE,8.41
Female,Btech,ECE,5.43
Male,Btech,CND,7.0
Male,Btech,ECE,6.33
Female,PHD,CND,9.06
Male,Btech,CSE,7.77
Female,Btech,CSE,6.62
Male,Btech,ECE,7.87
Male,MS,CSE,8.45
Male,Btech,CSE,7.74
Male,PHD,CHD,8.15
Female,MS,CSE,8.06
Male,Btech,CSE,8.65
Male,Btech,CSE,8.87
Female,Btech,ECE,6.94
Female,Btech,CSE,6.41
Male,Btech,CND,8.5
Other,Btech,CSE,4.19
Male,Btech,CSE,7.71
Male,Btech,ECE,6.96
Female,Btech,CND,6.56
Female,Btech,ECE,7.99
Male,Btech,ECE,6.86
Female,Btech,CSE,7.96
Male,PHD,ECE,8.81
Male,Btech,CHD,8.31
Male,Btech,ECE,7.12
Other,PHD,CHD,8.53
Female,MS,CSE,8.31
Female,Btech,CSE,5.79
Female,Btech,ECE,5.85
Male,Btech,CSE,6.79
Male,MS,CHD,7.76
Female,Btech,ECE,5.95
Male,MS,CHD,8.04
Male,Btech,ECE,6.03
Female,Btech,CSE,7.99
Male,MS,ECE,6.75
Male,Btech,ECE,7.77
Male,Btech,CND,5.82
Female,MS,CSE,7.85
Male,MS,ECE,7.15
Male,Btech,ECE,5.73
Male,MS,CSE,8.07
Female,Btech,ECE,5.76
Male,Btech,CSE,7.69
Female,Btech,ECE,6.47
Female,PHD,CND,8.92
Male,Btech,ECE,5.21
Male,PHD,CHD,8.48
Male,Btech,CND,7.62
Female,Btech,CSE,7.31
Male,Btech,ECE,5.27
Female,MS,CHD,9.02
Male,MS,CSE,7.45
Female,MS,CND,7.52
Female,Btech,ECE,8.21
Male,Btech,ECE,7.99
Male,Btech,ECE,5.79
Female,PHD,CSE,7.69
Male,Btech,CSE,6.78
Other,Btech,CSE,6.65
Female,Btech,CSE,8.15
Male,Btech,CSE,6.92
Male,MS,CSE,7.06
Male,Btech,CSE,7.11
Male,Btech,CSE,6.28
Male,Btech,CHD,7.44
Female,Btech,CHD,8.54
Male,Btech,ECE,7.04
Male,Btech,ECE,7.25
Male,MS,CHD,6.17
Male,Btech,CHD,6.85
Male,Btech,CHD,7.31
Male,MS,CND,7.26
Male,Btech,CSE,7.76
Male,Btech,ECE,6.66
Male,Btech,ECE,7.24
Male,MS,ECE,7.39
Female,Btech,ECE,7.94
Male,MS,ECE,9.19
Male,Btech,CND,5.47
Male,PHD,ECE,7.63
Male,Btech,CSE,6.21
Male,Btech,ECE,6.78
Female,MS,CSE,7.91
Female,Btech,CND,6.39
Male,Btech,CHD,7.44
Male,MS,ECE,8.08
Male,Btech,ECE,5.99
Male,Btech,CHD,7.46
Male,Btech,CSE,6.16
Male,Btech,CSE,7.03
Male,Btech,ECE,6.24
Male,Btech,ECE,7.22
Male,MS,ECE,6.07
Male,Btech,CSE,5.49
Male,MS,CHD,8.2
Male,Btech,CSE,6.85
Female,Btech,CSE,6.33
Male,Btech,ECE,9.13
Male,Btech,CSE,5.68
Male,MS,CSE,7.23
Male,Btech,CSE,5.25
Male,PHD,CSE,8.7
Male,Btech,CSE,7.07
Male,Btech,ECE,8.08
Female,Btech,CSE,6.58
Female,Btech,CSE,5.79
Female,Btech,ECE,8.05
Male,MS,ECE,8.14
Female,PHD,CSE,8.41
Female,Btech,CSE,7.6
Female,MS,CHD,7.48
Female,PHD,CND,8.72
Male,Btech,CSE,6.27
Female,Btech,ECE,5.95
Male,Btech,ECE,5.33
Female,PHD,CSE,7.74
Female,PHD,ECE,8.43
Female,Btech,CSE,6.75
Female,Btech,ECE,6.53
Male,Btech,CSE,4.85
Male,Btech,CSE,6.78
Male,Btech,CSE,6.86
Male,Btech,ECE,7.76
Female,Btech,CSE,5.75
Male,Btech,CHD,7.39
Male,Btech,CSE,7.9
Female,MS,ECE,9.64
Female,Btech,CSE,5.74
Male,Btech,ECE,6.64
Male,Btech,CSE,7.92
Female,Btech,CSE,7.42
Male,Btech,ECE,7.37
Male,Btech,ECE,6.9
Male,Btech,CSE,7.26
Male,Btech,ECE,6.95
Male,MS,CSE,7.86
Male,Btech,CSE,6.44
Male,MS,CND,8.45
Male,Btech,CSE,6.82
Male,Btech,CSE,6.99
Female,MS,CND,8.36
Male,MS,CSE,7.39
Male,Btech,ECE,7.81
Female,Btech,ECE,7.28
Male,Btech,ECE,4.4
Male,Btech,ECE,8.31
Male,Btech,ECE,6.0
Male,Btech,CND,7.73
Female,Btech,CSE,5.18
Male,Btech,ECE,7.06
Male,Btech,ECE,6.82
Male,Btech,CSE,7.61
Male,Btech,CSE,7.98
Male,Btech,CND,6.53
Male,Btech,CSE,7.56
Female,MS,CSE,8.23
Male,Btech,CSE,6.72
Female,Btech,CSE,7.22
Male,Btech,ECE,6.8
Female,MS,CSE,6.81
Male,Btech,ECE,7.78
Male,PHD,CND,7.51
Male,Btech,CSE,6.81
Male,Btech,ECE,6.53
Female,Btech,ECE,6.51
Female,PHD,CSE,8.45
Male,Btech,ECE,7.66
Male,MS,CSE,9.04
Female,Btech,ECE,5.29
Male,PHD,CSE,7.71
Female,Btech,ECE,6.4
Male,MS,ECE,8.04
Other,Btech,CSE,6.73
Male,PHD,CHD,7.63
Male,Btech,ECE,7.43
Male,Btech,CSE,7.6
Male,PHD,CHD,8.29
Male,Btech,ECE,7.04
Male,Btech,CHD,7.99
Male,PHD,CND,9.05
Male,MS,CSE,8.89
Male,Btech,ECE,7.41
Male,MS,CHD,8.28
Male,Btech,ECE,7.1
Male,Btech,ECE,5.76
Female,Btech,CHD,6.01
Female,PHD,ECE,8.19
Male,MS,CSE,7.79
Male,MS,CND,8.07
Male,PHD,CHD,7.92
Male,Btech,CSE,6.19
Male,Btech,CSE,8.05
Male,Btech,ECE,7.3
Male,Btech,CHD,6.34
Female,MS,CND,8.4
Male,PHD,CND,8.94
Male,Btech,CSE,5.41
Male,MS,CND,8.74
Male,Btech,CSE,6.15
Female,Btech,ECE,7.7
Female,Btech,CHD,6.81
Female,Btech,CSE,7.13
Male,Btech,CSE,6.58
Female,Btech,CSE,7.8
Male,Btech,ECE,8.43
Male,Btech,CSE,6.8
Female,MS,CSE,8.2
Male,Btech,ECE,8.34
Male,Btech,ECE,6.52
Female,MS,ECE,8.88
Female,Btech,ECE,7.22
Female,Btech,ECE,8.04
Male,Btech,CND,6.55
Male,Btech,ECE,7.6
Female,Btech,CSE,7.34
Male,Btech,CSE,7.81
Female,Btech,ECE,7.1
Male,Btech,ECE,6.32
Male,Btech,CSE,8.26
Male,PHD,CHD,7.91
Female,Btech,ECE,7.2
Female,Btech,CSE,7.0
Male,MS,CHD,7.56
Female,MS,ECE,9.32
Male,Btech,CHD,6.05
Female,MS,CND,6.14
Female,PHD,ECE,8.67
Male,MS,ECE,7.52
Male,Btech,CSE,6.13
Male,Btech,ECE,8.21
Male,Btech,ECE,9.36
Female,Btech,CHD,6.94
Male,Btech,ECE,7.4
Female,Btech,CSE,7.27
Female,Btech,CSE,8.13
Male,MS,CSE,10.0
Female,PHD,CND,8.87
Female,Btech,CSE,6.81
Female,Btech,ECE,7.17
Female,PHD,CSE,7.78
Male,MS,ECE,8.95
Male,Btech,CHD,5.24
Male,Btech,CSE,6.8
Male,MS,CSE,8.32
Male,Btech,ECE,4.96
Female,Btech,ECE,6.42
Male,Btech,ECE,5.63
Female,Btech,CHD,5.62
Male,PHD,CSE,8.01
Male,PHD,CSE,8.39
Female,Btech,ECE,7.2
Female,Btech,CSE,7.67
Female,Btech,CSE,6.53
Male,MS,ECE,8.64
Male,Btech,CHD,6.53
Female,Btech,CSE,6.92
Male,Btech,ECE,6.83
Male,PHD,CSE,8.61
Female,Btech,ECE,6.63
Male,Btech,ECE,5.2
Male,MS,CND,7.4
Male,Btech,CSE,6.52
Male,PHD,CND,8.78
Male,Btech,ECE,6.99
Male,MS,CHD,8.18
Female,Btech,CHD,7.39
Male,Btech,CND,6.46
Male,MS,CND,8.25
Male,MS,CSE,7.7
Male,MS,CSE,6.45
Male,Btech,ECE,6.94
Male,Btech,CND,7.02
Male,Btech,ECE,7.01
Female,MS,CHD,8.12
Female,Btech,ECE,7.71
Female,Btech,CSE,4.55
Male,Btech,CND,6.11
Male,Btech,CSE,7.18
Male,Btech,CSE,7.26
Male,Btech,ECE,6.22
Female,MS,ECE,8.18
Male,Btech,ECE,6.81
Male,Btech,ECE,7.74
Female,PHD,CHD,8.49
Male,Btech,ECE,5.91
Male,Btech,CSE,6.5
Male,MS,ECE,7.53
Female,Btech,CSE,6.1
Male,Btech,ECE,7.86
Female,PHD,CND,8.44
Female,Btech,ECE,6.84
Male,Btech,CSE,7.82
Male,Btech,CSE,7.85
Male,PHD,ECE,8.73
Female,MS,CSE,8.21
Male,Btech,CSE,6.08
Male,MS,ECE,7.83
Female,MS,CSE,8.79
Male,MS,CHD,7.97
Male,MS,ECE,7.49
Female,Btech,CSE,5.73
Male,PHD,CHD,8.04
Male,Btech,CSE,5.71
Female,PHD,CHD,8.22
Male,MS,CHD,8.31
Female,PHD,ECE,7.84
Female,MS,ECE,7.45
Male,PHD,CSE,8.1
Male,MS,ECE,7.66
Female,Btech,ECE,9.38
Male,PHD,CHD,7.84
Male,MS,CSE,7.54
Male,MS,CND,7.47
Female,Btech,ECE,6.93
Male,Btech,CND,7.22
Female,MS,ECE,8.27
Female,Btech,CSE,6.81
Female,Btech,ECE,8.41
Male,MS,CHD,7.52
Female,Btech,ECE,6.77
Female,Btech,CSE,7.32
Male,Btech,ECE,7.43
Male,Btech,ECE,5.07
Male,Btech,CSE,5.59
Male,Btech,CSE,7.06
Male,MS,CND,8.38
Female,MS,CSE,7.7
Male,Btech,CSE,5.43
Male,Btech,CSE,9.15
Female,MS,CHD,8.16
Male,MS,CHD,8.36
Female,PHD,CHD,8.41
Male,Btech,ECE,7.74
Male,PHD,ECE,7.2
Female,Btech,CSE,6.95
Male,Btech,CND,8.71
Male,MS,ECE,7.64
Male,Btech,CHD,6.6
Male,MS,ECE,9.02
Male,Btech,ECE,7.13
Male,MS,CHD,6.92
Male,Btech,CHD,6.0
Male,Btech,ECE,8.3
Female,Btech,ECE,8.13
Male,Btech,CSE,7.64
Male,Btech,CSE,6.96
Male,PHD,CSE,7.96
Male,MS,ECE,8.28
Male,MS,CND,8.86
Female,MS,CSE,8.73
Male,Btech,CSE,7.46
Male,Btech,CSE,7.6
Male,Btech,CND,6.94
Male,Btech,ECE,6.28
Male,Btech,CND,5.63
Male,Btech,CSE,7.61
Male,Btech,ECE,7.32
Female,PHD,CHD,7.12
Female,Btech,CSE,6.91
Male,Btech,ECE,6.28
Female,MS,CND,7.93
Female,Btech,CSE,6.91
Male,Btech,CND,6.33
Female,Btech,CSE,5.85
Female,Btech,ECE,6.39
Male,Btech,ECE,6.72
Male,Btech,ECE,5.96
Male,MS,ECE,8.48
Female,Btech,CSE,6.11
Male,Btech,ECE,5.78
Male,Btech,CHD,7.8
Female,Btech,ECE,5.61
Male,MS,CSE,7.84
Male,Btech,CSE,5.65
Male,Btech,CSE,5.7
Male,MS,CSE,5.97
Male,Btech,CND,6.01
Female,Btech,CND,8.58
Female,MS,ECE,8.67
Male,MS,CHD,7.99
Male,MS,CHD,7.96
Male,MS,CSE,7.48
Male,Btech,CSE,7.35
Male,Btech,CSE,6.92
Female,Btech,ECE,7.07
Female,MS,CHD,8.7
Female,Btech,ECE,8.27
Female,Btech,CSE,6.69
Male,Btech,ECE,5.4
Female,Btech,CSE,5.47
Male,Btech,CSE,6.22
Female,MS,CSE,7.92
Male,MS,ECE,8.42
Male,Btech,ECE,4.74
Male,Btech,ECE,7.12
Male,Btech,CSE,6.6
Female,Btech,CSE,7.21
Male,Btech,ECE,7.79
Female,MS,ECE,8.52
Female,MS,ECE,7.81
Female,Btech,ECE,7.21
Male,Btech,ECE,6.52
Male,Btech,CSE,8.15
Male,PHD,CND,9.16
Male,MS,CSE,6.99
Male,MS,ECE,8.48
Male,Btech,CSE,6.53
Male,Btech,CHD,6.71
Female,Btech,CHD,6.85
Male,Btech,CHD,6.06
Female,MS,CND,7.4
Male,PHD,CSE,8.91
Female,PHD,ECE,7.8
Male,MS,CND,9.04
Female,MS,CSE,7.95
Male,Btech,ECE,6.71
Female,PHD,CND,8.75
Female,Btech,ECE,6.43
Female,Btech,ECE,7.35
Male,Btech,CND,5.34
Male,Btech,CSE,7.22
Male,Btech,CND,8.56
Male,Btech,CHD,4.98
Male,MS,ECE,8.52
Male,MS,CND,8.07
Male,Btech,CSE,7.0
Male,PHD,CND,8.69
Male,Btech,ECE,6.33
Male,Btech,CSE,6.28
Male,PHD,CND,8.1
Female,Btech,ECE,8.22
Female,Btech,CSE,7.9
Male,Btech,CSE,8.86
Male,PHD,CSE,8.08
Male,Btech,CND,7.81
Male,Btech,CSE,6.78
Other,Btech,CSE,8.87
Female,Btech,ECE,9.08
Male,Btech,ECE,6.8
Male,Btech,ECE,7.57
Male,Btech,ECE,7.62
Male,MS,CND,7.03
Female,Btech,CSE,5.07
Male,Btech,ECE,6.4
Female,Btech,CND,6.61
Female,Btech,CSE,6.79
Female,MS,ECE,9.33
Male,MS,CHD,7.52
Male,MS,CSE,9.49
Male,Btech,ECE,6.85
Female,Btech,ECE,7.84
Male,Btech,CSE,6.43
Female,Btech,CSE,4.17
Male,Btech,CSE,6.37
Female,PHD,CND,8.07
Male,MS,CSE,6.98
Male,Btech,ECE,7.6
Female,MS,CND,8.45
Other,Btech,ECE,8.77
Female,Btech,ECE,6.0
Male,Btech,CSE,6.08
Female,PHD,CSE,8.7
Female,MS,CSE,7.81
Other,Btech,CSE,7.75
Male,Btech,CSE,6.85
Male,Btech,ECE,7.33
Male,PHD,CHD,8.01
Male,Btech,CSE,7.11
Female,Btech,ECE,8.26
Male,Btech,ECE,6.41
Male,Btech,CSE,6.07
Female,Btech,ECE,6.35
Female,MS,ECE,7.04
Male,Btech,CHD,6.48
Female,Btech,ECE,6.41
Female,Btech,ECE,7.34
Male,Btech,ECE,7.65
Female,Btech,CSE,6.26
Male,Btech,CSE,7.73
Male,PHD,CND,9.05
Male,Btech,CND,7.41
Male,PHD,CHD,7.75
Male,Btech,CSE,5.69
Male,Btech,ECE,5.22
Male,Btech,CHD,6.95
Male,PHD,CSE,9.16
Male,Btech,CND,8.33
Male,MS,CND,9.14
Female,Btech,ECE,5.47
Male,Btech,CSE,7.89
Female,Btech,ECE,6.21
Female,Btech,CHD,7.35
Male,Btech,CSE,7.17
Female,Btech,CHD,5.07
Male,MS,ECE,7.08
Male,Btech,CSE,5.91
Male,MS,CND,8.11
Male,Btech,CSE,7.68
Female,Btech,CSE,4.89
Male,PHD,CND,8.08
Male,Btech,ECE,8.16
Female,PHD,CHD,9.06
Male,Btech,CSE,7.66
Female,PHD,CHD,9.14
Male,Btech,CSE,8.15
Male,Btech,CND,5.42
Female,MS,ECE,7.69
Male,Btech,CHD,7.09
Male,Btech,ECE,7.43
Male,MS,ECE,8.87
Male,Btech,CHD,6.3
Female,Btech,CSE,7.5
Male,Btech,CSE,8.06
Female,PHD,ECE,8.24
Male,Btech,ECE,5.94
Male,Btech,ECE,6.93
Male,MS,CHD,8.37
Male,Btech,CSE,5.68
Female,Btech,ECE,7.32
Male,Btech,CSE,5.97
Male,Btech,ECE,7.84
Male,Btech,CND,7.08
Male,Btech,CHD,7.28
Other,Btech,CSE,6.62
Female,Btech,CND,6.83
Female,Btech,CND,6.44
Female,MS,CSE,8.37
Female,Btech,ECE,7.01
Female,Btech,CSE,7.7
Male,Btech,CSE,7.64
Male,Btech,CSE,6.03
Male,Btech,CND,6.44
Female,Btech,ECE,7.97
Male,MS,ECE,9.18
Male,Btech,ECE,7.1
Male,Btech,CSE,6.38
Male,Btech,ECE,7.45
Female,MS,CSE,8.65
Male,MS,ECE,6.96
Female,Btech,CSE,6.39
Female,PHD,CHD,7.28
Female,Btech,ECE,8.0
Male,Btech,ECE,6.65
Female,PHD,ECE,8.14
Female,Btech,ECE,7.08
Female,Btech,ECE,7.08
Female,Btech,CHD,7.66
Male,Btech,ECE,4.68
Female,Btech,ECE,6.21
Female,Btech,ECE,6.98
Male,Btech,ECE,6.97
Male,Btech,CSE,4.33
Male,MS,CHD,8.96
Female,PHD,ECE,8.57
Female,Btech,ECE,7.2
Male,Btech,CSE,7.25
Male,Btech,ECE,6.45
Male,MS,CHD,8.31
Male,PHD,CND,8.52
Female,Btech,ECE,6.79
Male,Btech,ECE,6.58
Male,PHD,ECE,7.42
Male,Btech,ECE,6.25
Male,Btech,ECE,6.66
Female,PHD,CSE,7.06
Female,Btech,ECE,7.98
Male,Btech,ECE,8.79
Male,Btech,CSE,5.96
Male,Btech,ECE,5.86
Male,MS,CHD,8.82
Male,Btech,CSE,6.83
Male,Btech,CHD,5.68
Male,Btech,CSE,6.9
Male,Btech,CSE,8.59
Male,Btech,CSE,7.03
Male,MS,ECE,7.5
Male,Btech,ECE,5.44
Male,PHD,ECE,8.02
Female,PHD,CHD,8.84
Male,Btech,ECE,7.38
Male,PHD,CSE,7.95
Female,MS,CSE,8.33
Female,Btech,CSE,7.94
Male,Btech,CSE,5.34
Male,Btech,CSE,5.82
Male,Btech,CSE,8.04
Male,Btech,ECE,7.29
Male,Btech,ECE,6.67
Male,Btech,ECE,5.21
Male,MS,CHD,8.21
Male,MS,ECE,7.56
Female,Btech,CSE,5.51
Male,Btech,CSE,5.27
Female,Btech,ECE,7.04
Female,Btech,CHD,7.58
Female,Btech,CSE,7.27
Male,PHD,CHD,8.11
Male,MS,CND,8.43
Male,MS,CHD,8.1
Male,Btech,ECE,6.37
Male,Btech,ECE,6.18
Female,Btech,CHD,5.8
Male,PHD,ECE,8.06
Male,Btech,ECE,7.12
Female,PHD,CSE,7.85
Male,Btech,CSE,6.24
Male,MS,CHD,6.9
Male,Btech,CSE,4.13
Female,Btech,CSE,5.78
Female,Btech,CSE,8.57
Male,MS,CSE,7.84
Male,Btech,CSE,9.67
Male,Btech,CSE,6.87
Male,Btech,CND,5.81
Female,Btech,CHD,5.91
Male,Btech,ECE,6.14
Male,Btech,CHD,6.57
Female,MS,CHD,8.18
Female,Btech,CSE,5.34
Male,MS,CSE,7.93
Female,MS,CSE,7.28
Female,MS,ECE,7.48
Female,Btech,CHD,4.36
Female,MS,CSE,6.75
Male,Btech,ECE,7.61
Other,Btech,ECE,6.24
Male,MS,ECE,7.17
Male,MS,CND,9.12
Female,MS,CSE,7.6
Male,Btech,ECE,6.77
Male,Btech,ECE,4.96
Male,Btech,CHD,7.82
Male,PHD,ECE,8.78
Male,Btech,ECE,6.76
Male,Btech,ECE,7.11
Other,Btech,CSE,8.75
Female,Btech,CHD,5.92
Male,Btech,ECE,5.54
Male,Btech,ECE,8.86
Male,Btech,CSE,6.98
Male,Btech,CSE,6.96
Male,Btech,ECE,6.38
Male,Btech,ECE,7.08
Male,Btech,CSE,7.74
Male,MS,ECE,7.56
Female,MS,ECE,7.32
Female,MS,CHD,8.78
Male,Btech,CSE,6.42
Female,Btech,ECE,7.67
Male,Btech,ECE,6.27
Male,Btech,ECE,6.72
Male,PHD,CSE,8.17
Female,Btech,ECE,8.62
Female,MS,ECE,8.3
Male,MS,ECE,8.9
Female,Btech,ECE,7.42
Male,Btech,CSE,7.69
Male,Btech,CND,6.22
Female,Btech,CSE,6.48
Male,Btech,CSE,7.29
Male,MS,CSE,7.88
Male,Btech,CSE,6.62
Female,Btech,CSE,5.64
Female,Btech,CSE,5.68
Male,MS,ECE,7.0
Female,Btech,CHD,7.11
Female,Btech,CND,7.86
Female,Btech,CSE,7.21
Female,Btech,CSE,7.33
Male,Btech,ECE,7.55
Male,Btech,ECE,6.73
Male,Btech,ECE,8.24
Male,Btech,ECE,8.15
Male,Btech,CSE,8.31
Other,Btech,CSE,6.79
Female,Btech,ECE,8.05
Male,Btech,ECE,7.06
Male,Btech,ECE,6.56
Female,Btech,ECE,8.76
Male,Btech,CSE,8.14
Male,Btech,ECE,7.05
Male,Btech,CSE,6.68
Male,Btech,CND,7.13
Male,Btech,ECE,5.77
Female,Btech,CND,7.15
Male,Btech,CSE,7.76
Male,Btech,CSE,6.11
Male,Btech,CND,6.86
Female,Btech,CSE,7.13
Female,Btech,CND,8.99
Male,Btech,CHD,7.6
Female,PHD,CSE,9.08
Male,MS,CND,6.29
Male,Btech,CSE,6.39
Male,Btech,CND,8.35
Female,Btech,CSE,5.83
Male,MS,CND,8.25
Male,Btech,CSE,7.26
Female,Btech,ECE,4.11
Female,Btech,CSE,6.89
Male,Btech,ECE,6.62
Male,PHD,CSE,8.1
Female,Btech,CSE,8.73
Male,Btech,CSE,7.33
Male,Btech,CHD,9.2
Female,Btech,CSE,7.08
Male,Btech,ECE,8.08
Male,Btech,CSE,5.88
Male,Btech,CHD,7.87
Female,Btech,CSE,6.09
Female,Btech,CHD,9.13
Other,Btech,ECE,8.57
Male,Btech,ECE,7.68
Female,Btech,ECE,7.15
Male,Btech,CHD,7.22
Male,PHD,CND,8.2
Female,Btech,ECE,8.29
Female,MS,ECE,6.81
Male,Btech,CSE,6.5
Male,Btech,CND,8.34
Female,Btech,CHD,6.98
Male,Btech,ECE,5.61
Female,Btech,ECE,7.17
Male,MS,CHD,9.08
Female,Btech,ECE,7.03
Male,PHD,CND,7.97
Male,Btech,CSE,8.69
Female,Btech,ECE,6.93
Male,Btech,CSE,7.84
Male,Btech,ECE,7.64
Male,Btech,CSE,8.56
Male,MS,CHD,7.1
Female,Btech,ECE,6.59
Female,Btech,CHD,7.15
Male,Btech,CSE,7.51
Female,Btech,CSE,5.94
Male,MS,CSE,9.0
Male,Btech,CSE,7.04
Other,Btech,CSE,8.52
Female,MS,CSE,8.18
Male,Btech,ECE,6.81
Male,MS,CND,8.26
Male,Btech,ECE,7.6
Male,PHD,CHD,7.98
Male,MS,CND,8.45
Male,Btech,ECE,8.63
Male,MS,CHD,7.68
Male,PHD,CND,8.28
Other,Btech,CSE,5.21
Male,Btech,CSE,7.23
Female,Btech,CSE,6.86
Male,Btech,CSE,5.83
Female,PHD,ECE,8.45
Female,PHD,CSE,9.07
Female,Btech,CSE,8.0
Male,Btech,ECE,5.3
Male,Btech,CSE,6.34
Female,MS,ECE,7.98
Male,Btech,ECE,6.87
Female,PHD,CSE,8.5
Male,Btech,ECE,6.96
Male,Btech,CHD,6.12
Female,MS,CSE,7.6
Female,MS,CHD,7.46
Female,Btech,ECE,8.3
Male,MS,CSE,8.92
Female,Btech,ECE,7.9
Male,Btech,CSE,5.73
Male,PHD,ECE,7.69
Male,MS,CHD,9.18
Other,MS,ECE,7.52
Other,Btech,ECE,6.71
Female,Btech,CHD,6.8
Female,Btech,ECE,5.13
Female,Btech,ECE,5.25
Male,Btech,ECE,7.19
Female,Btech,CHD,6.25
Male,Btech,CSE,8.63
Male,Btech,ECE,7.24
Male,Btech,CND,8.54
Male,Btech,ECE,6.25
Male,Btech,ECE,6.86
Male,Btech,ECE,6.81
Male,MS,ECE,8.36
Female,Btech,CND,6.17
Male,MS,ECE,8.89
Female,Btech,CHD,7.72
Female,Btech,CHD,7.89
Male,PHD,ECE,8.25
Female,Btech,CSE,6.64
Male,Btech,CSE,7.76
